Timestamp,creative_data_id,"Is there a call to go online (e.g., shop online, visit the Web)? ","Is there online contact information provided (e.g., URL, website)? ","Is there a visual or verbal call to purchase (e.g., buy now, order now)?","Does the ad portray a sense of urgency to act (e.g., buy before sales end, order before it ends)? ","Is there an incentive to buy (e.g., a discount, a coupon, a sale, or 'limited time offer')? ","Is there offline contact information provided (e.g., phone, mail, store location)?",Is there mention of something free? ,"Does the ad mention at least one specific product or service (e.g., model, type, item)? ",Is there any verbal or visual mention of the price?,"Does the ad show the brand (logo, brand name) or trademark (something that most people know is the brand) multiple times?

For example, Nike ads often have the ""swoosh"" logo prominently displayed on shoes and apparel worn by celebrity athletes. The ""Just Do It"" slogan is another Nike trademark frequently included.",Does the ad show the brand or trademark exactly once at the end of the ad?,"Is the ad intended to affect the viewer emotionally, either with positive emotion (fun, joy), negative emotion (sad, anxious) or another type of emotion? (Note: You may not personally agree, but assess if that was the intention.)","If ""yes"" to the above, which of the following emotions is closest to the emotion that the ad was intending the viewer to feel? (Select all that apply.)","If yes to the above, did the ad successfully affect you emotionally, as intended?",Does the ad give you a positive feeling about the brand? ,"Does the ad have a story arc, with a beginning and an end? ","Does the ad have a reversal of fortune, where something changes for the better, or changes for the worse?",Does the ad have relatable characters? ,Is the ad creative/clever?,"Is the ad intended to be funny? (Note: You may not personally agree, but assess if that was the intention.)","If yes to the above, was the ad successfully funny, as intended?","Does this ad provide sensory stimulation (e.g., cool visuals, arousing music, mouth-watering)? ",Is the ad visually pleasing?,"Does the ad have cute elements like animals, babies, animated, characters, etc?",Was there a famous person in this ad? ,"If yes to the above, write the name of the famous person, if known.",What happened in this ad? (Answer in 2-3 sentences each),What was/were the company's goal(s) with this ad? Choose (potentially multiple) from:,How successful was the ad in achieving its goal(s)?,"How much did you like the ad? (1. Strongly dislike, 2. Dislike, 3. Neither Like or Dislike, 4. Like, 5. Strongly Like)","What was the slogan presented in the ad, if any?","After addressing the specific survey items, write a general description of the ad. You can use answers to the questions above to formulate your answer. Your description should include:
Brand and Product Identification: 
Specify the brand and whether a product is being advertised. (1 sentence)
Visual Elements: Describe what is seen on the screen, including setting, characters, and any text or graphics. (max 2 sentences)
Auditory Elements: Note what is heard, such as dialogue, voice-over, music, or sound effects. (max 2 sentences)
",Any additional feedback or things we should be aware of? ,Please enter the video identifier one more time (e.g. 123456789.mp4)
5/28/2024 4:27:38,3264190,No,Yes,Yes,Yes,Yes,Yes,No,Yes,"Yes, both",Yes,Yes,No,,N/A,Yes,No,No,No,No,No,N/A,Yes,Yes,No,No,N/A,Ford is having their final sale in Texas. This ad is telling viewers to hurry and get the deal.,Directly persuade consumers to purchase,3,3,N?A,The brand is Ford and there is a product being advertised. The ad shows the car driving on a plain and has text and graphics above the car. The text shows the sale details and model details. there is a voice over but no dialogue.,N/A,3264190.mp4
5/24/2024 22:35:40,3265336,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Caring,No,Yes,No,No,No,Yes,No,N/A,No,No,Yes,No,N/A,"in the ad, a baby was playing golf and the ball travelled to many women who were doing different things like a lawyer, engineer and even another gold player. ",Change how consumers feel about the product/brand,4,4,What would you like the power to do?,The ad is for Bank of America. There was no specific product being advertised. The purpose was to let customers know  that Bank of America supports all women in their lives journeys. ,N/A,3265336.mp4
5/25/2024 9:57:44,3265336,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Gratitude,Yes,Yes,No,Yes,Yes,Yes,No,N/A,No,No,No,No,n/a,"The ad shows a young girl golfing in her home, where the golf ball flies out the window and travels to different places. As the ball travels, it portrays women in their various fields and explains how Bank America provides the support needed for women to be successful.","Change what consumers know about the product/brand, Increase consumer loyalty to the product/brand",3,3,what,Bank of America advertises its support for women in their different courses. It portrays a young girl who is golfing in her home and strikes the ball out her window. Clips are shown of the ball traveling to women in different areas of discipline and making its way to a woman professional golfer who uses that ball to make her play. The ad plays adventurous music in the background. ,n/a,3265336 MP4
5/26/2024 21:04:01,3265336,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Surprise,No,Yes,No,No,No,Yes,No,N/A,Yes,Yes,No,No,n/a,We start off with a little girl trying to golf inside the house and ends up breaking the window and hits a car. The golf ball makes it way all throughout the city and into golf course. ,Increase awareness of product/brand,3,3,What would you like the power to do. ,Bank of America is advertising their services. We follow a ball a little girl hit out the window as it goes all over the city. The music is very upbeat as we watch the chaotic ball disrupt everyone. ,no,3265336.mp4
5/22/2024 2:54:42,3291918,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,"Desire, Curiosity",No,Yes,No,No,Yes,No,No,N/A,Yes,Yes,No,No,n/a,Home Depot is advertising their Spring Sale Event. We see multiple people who like to take care of their homes and lawns buying products from Home Depot. There was a lot of good shots of the products and them in action. ,"Increase awareness of product/brand, Directly persuade consumers to purchase",3,3,How doers get more done.,Home Depot is promoting their landscaping products. We follow multiple people as they take care of their home or lawns and use Home Depot products to better them. We get a lot of good shots of the products themselves and the people using them. The music in the background is Home Depot's classic jingle. ,They mention it's a spring savings event but don't mention the price or how much they're saving. ,3291918.mp4
5/25/2024 21:54:15,3291918,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,"Joy, Caring, Curiosity",Yes,Yes,No,No,Yes,Yes,No,N/A,No,Yes,No,No,N/A,Home depot is promoting their spring savings event which starts off by showing the cleaning supplies they are selling. It then transitions into plants and storage items which is all covered by the narrator. ,"Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase",4,4,How doers get more done," Home Depot is promoting their spring savings event.

The screen initially displays various cleaning supplies, then transitions to plants and storage items. The setting includes a bright, spring-themed backdrop with text highlighting special offers.

 A narrator describes the featured products and savings, accompanied by upbeat background music and occasional sound effects emphasizing key points.",N/A,3291918 MP4
5/28/2024 4:32:19,3291918,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,"Amusement, Joy",Yes,Yes,Yes,No,Yes,Yes,No,N/A,Yes,Yes,No,No,N/A,"the ad shows a spring sale going on in Home Depot. Spring is coming and the ad is introducing a savings sale event on Spring plants, supplies, and more. ","Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase",4,4,How doers get more done.,"The brand is The Home Depot and there is not a specific product being advertised. From the screen, we can see many products (potentially all from Home Depot) being used by gardeners, family members, store owners, and more. The setting is early Spring and gives the vibe of welcoming for the new Spring season. There is voice over and laughter between families and upbeat music.",N/A,3291918.mp4
5/26/2024 8:17:31,3309933,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Desire,Yes,Yes,No,No,Yes,No,No,N/A,Yes,No,No,No,n/a,"The ad advertises the Cracker Barrel restaurant, specifically showing its southern fried chicken. It shows the chicken being freshly made and being served to a family in the restaurant.  ","Change what consumers know about the product/brand, Directly persuade consumers to purchase",4,3,take care now,"Cracker Barrel shares their secret to their southern fried chicken. The ad gives visuals of the chicken being freshly prepared and served to a family in the restaurant while cheerful country music plays in the background. It gives an up-close look at the crispiness, and a voiceover describes the taste of ""care"" in every bite. ",n/a,3309933 MP4
5/26/2024 21:07:52,3309933,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Desire,Yes,Yes,No,No,Yes,No,No,N/A,Yes,Yes,Yes,No,n/a,We see clips of the food served at Cracker Barrel. We watch as a family digs into the food served to them. ,"Increase awareness of product/brand, Directly persuade consumers to purchase",4,4,Take care now. ,The Cracker Barrel is advertising their services. We watch the food being prepared and served to them. We see close up shots of all the types of food they serve at Cracker Barrel. The music is upbeat and the narrator talks about how the food is perfectly made. ,no,3309933.mp4
5/26/2024 23:51:47,3309933,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,"Amusement, Joy",Yes,Yes,No,No,No,No,No,N/A,Yes,Yes,No,No,N/A,A family goes out to enjoy Cracker Barrel's Fried Chicken. Scenes of the chefs preparing the fried chicken. ,"Increase awareness of product/brand, Change what consumers know about the product/brand, Increase consumer loyalty to the product/brand",3,3,Take care now,"Brand / Product: Cracker Barrel Southern Fried Chicken

Visual Elements: Restaurant setting, kitchen setting

Auditory Elements: Narration, country music",N/A,3309933.mp4
5/25/2024 1:39:49,3312710,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,"Yes, visual",No,Yes,No,,N/A,No,No,No,No,No,No,N/A,Yes,Yes,No,No,None,"Animations of mattresses are shown on screen with their manufacturer and price next to them. The ad continues to explain and show all the benefits of purchasing a mattress like getting free pillows, low interest rates, and being able to try them in-person or shop online. ","Increase awareness of product/brand, Change what consumers know about the product/brand, Directly persuade consumers to purchase",3,2,None,"The brand in this ad is RoomsToGo and they are advertising their mattress sales event for Nectar, Casper, and Purple mattresses. Cool colors like blue and purple are used in the animations of the mattresses with white and blue text is also displayed. There are two shots of people going to a RoomsToGo location and being inside one to try out a mattress. A voice-over with upbeat music playing in the background can be heard.",None,3312710.mp4
5/26/2024 8:27:51,3312710,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,"Yes, both",No,Yes,Yes,Desire,Yes,Yes,No,No,Yes,No,No,N/A,No,No,No,No,n/a,The ad shows the rooms to go mattress sale which a choice of three different mattresses that each includes three benefits. ,"Increase awareness of product/brand, Directly persuade consumers to purchase",4,3,n/a,"Rooms to Go advertises their storewide mattress sale and bundle of three. It shows the choice of three mattress brands in a box: nectar, casper, or purple, while giving the price of each with text on the screen. It also describes the three benefits that come with your choice. Text with visuals and voiceover describes the incentives of the benefits, which include low interest-free monthly payments, two free pillows, and in-store or online purchases. Music plays in the background of the ad.",n/a,3312710 MP4
5/20/2024 8:39:02,3326009,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,,N/A,Yes,No,No,No,No,No,N/A,Yes,Yes,No,No,N/A,"The ad was showcasing the features of a new Bosch refrigerator.  Some of the new features included a better filtration system for more cleaner water as well as being the industrys fastest ice maker, making 40 glasses of ice daily.","Increase awareness of product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase, Make consumers feel good about their purchase",3,1,Invented for Life,"New Bosch refrigerators being advertised with new features.  The ad has people in a kitchen  using the fridge and its features in action like making ice, pouring water into a glass.  There are other visual elements showing the slogan, brand name, locations where to find Bosch appliances, as well as url where to find more information on the products in the video.  There is auditory satisfying sounds like when dispensing the ice and scooping it from the drawer to the fridge.  But there is also just a plain voice over to tell about the features and other information regarding the product. ",N/A, 3326009.mp4
5/26/2024 8:36:22,3326009,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Desire,Yes,Yes,No,No,Yes,No,No,N/A,No,No,No,No,n/a,The ad advertises the Bosch refrigerator collection as the fastest ice-making fridge. It shows a young girl using the ice to make an icebag to  ice her leg. ,"Increase awareness of product/brand, Directly persuade consumers to purchase",4,3,invented for life,"The Bosch Quick Ice Pro System is the fastest refrigerator icemaker. It portrays a young girl making an ice bag to ice her leg. Text on the screen and the voice-over give information about the refrigerator's system, which produces 40 glasses of ice daily and has advanced filtration. The end of the ad tells us to visit the Albert Lee store or shop online for the Bosch refrigerator collection. ",n/a,3326009 MP4
5/26/2024 21:16:15,3326009,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,"Desire, Curiosity",No,Yes,No,No,Yes,No,No,N/A,Yes,Yes,No,No,n/a,We watch people get nice ice from the fridge. We learn that the water is ultra filtered and you can fill your glass about 40 times a day with ice. ,"Increase awareness of product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase",3,3,n/a,Bosch is advertising their fridges. They're noted to have the fastest ice maker. They give us visuals of how much ice and water that can be produced daily. The narrator says it can fill up to 40 glasses a day and filter your water 99.9%. ,no,3326009.mp4
5/15/2024 14:13:39,3328522,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,"Amusement, Joy, Desire",No,No,No,No,No,No,No,N/A,Yes,Yes,No,No,n/a,Showcasing new limited menu item ,"Increase awareness of product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand",2,2,#thelittlethings,The chick fil a ad was to bring awareness to their new limited menu timing.  They showed the process of the salad being created like drizzling dressing and a voice over from a fan of chick fil a saying positive things to describe the product.  ,N/A,3328522.mp4
5/26/2024 8:46:57,3328522,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Desire,Yes,Yes,No,No,Yes,No,No,N/A,No,No,No,No,n/a,The ad shows the new Chickfila lemon kale Caesar salad. It shows what the salad consists of and encourages consumers to try it.,"Increase awareness of product/brand, Directly persuade consumers to purchase",4,3,the little things ,"Chickfila presents its new lemon Caesar salad. It explains what is included in the salad and what makes it different by showing up close visuals describing its chicken, breadcrumbs, lemon, etc. Jonelle, the person on the voiceover describing this, sings a melody ""Lemon Kale Caesar"" at the end of the ad. Music plays in the background of the ad.  ",n/a,3328522 MP4
5/26/2024 21:20:49,3328522,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Desire,Yes,Yes,No,No,No,Yes,No,N/A,Yes,Yes,No,No,n/a,We see Chick-fil-a's new caesar salad. We get close up shots as the narrator describes how good it is.,"Increase awareness of product/brand, Directly persuade consumers to purchase",4,4,The little things,Chick-Fil-A is advertising their new caesar salad. We get close up shots and a 360 view of everything inside that salad. The narrator describes what's in the salad and how good it is. During the ad you can hear Chick-Fil-A's classic theme song.,no,3328522.mp4
5/25/2024 8:32:27,3339840,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,,N/A,Yes,Yes,No,Yes,Yes,No,N/A,No,Yes,Yes,No,none,"Different scenarios about when you could use a Chase card to monitor your account to ensure it is safe. The first family shows a girl checking her Chase bank account, and after successfully using Chase, the scene shows a surprise party going on in her house for her grandma. Similar scenes of different families are being shown to emphasize that Chase will monitor and protect your card.","Increase consumer loyalty to the product/brand, Make consumers feel good about their purchase",5,5,no,"- Chase (Banking company), their monitoring card feature.
- Different families and how they are using Chase's monitoring feature on their phone to protect their credit cards. The characters look distressed at first, but after checking the app and seeing everything is okay or they can lock their card, they become happy. This then shows them doing the task they were doing before checking their app.
- Fun upbeat music. The voiceover just mentions that Chase will ensure security for your cards.",no,3339840
